account_id,disp_id,client_id,account_id_acct,district_id_bank,stmt_frq,date_acct,type_disp,loan_id,date_loan,amount,duration,payments,status,date_birth,district_id_client,card_id,type_card,min1,max1,mean1,mean6,response,has_card,idade,days_between
9235,11063,11371,9235,37,monthly,1995-06-24,owner,6875,1997-03-13,83280,48,1735.0,C,1941-11-04,37,1098.0,classic,16398.0,700.0,40468.42575757577,42496.953846153854,1,1,55,628
10202,12239,12547,10202,70,monthly,1996-07-08,owner,7085,1997-06-19,305424,48,6363.0,C,1963-10-13,70,,,100474.8,97729.8,48692.0038961039,66034.3558139535,1,0,33,346
11111,13349,13657,11111,1,monthly,1993-05-20,owner,7259,1994-01-31,108144,36,3004.0,A,1963-05-12,59,,,106106.7,92521.4,56483.56730769236,67793.64444444442,1,0,30,256
11111,13350,13658,11111,1,monthly,1993-05-20,disponent,7259,1994-01-31,108144,36,3004.0,A,1957-04-23,59,,,106106.7,92521.4,56483.56730769236,67793.64444444442,1,0,36,256
19,25,25,19,21,monthly,1995-04-07,owner,4961,1996-04-29,30276,12,2523.0,B,1939-04-23,21,,,1000.0,9953.7,26099.904054054048,33086.21315789474,0,0,57,388
1967,2392,2392,1967,26,weekly,1995-02-13,owner,5350,1996-04-21,249312,48,5194.0,C,1955-05-21,26,,,12463.7,900.0,34989.2075471698,48782.69166666666,1,0,40,433
9265,11101,11409,9265,1,monthly,1993-02-04,owner,6888,1994-07-11,39576,12,3298.0,A,1980-05-02,32,1100.0,junior,103467.2,99450.2,49986.65462962962,45171.74461538459,1,1,14,522
10022,12020,12328,10022,1,monthly,1997-05-07,owner,7037,1998-01-03,218064,48,4543.0,C,1944-04-08,1,1150.0,classic,34784.0,73421.3,53425.36666666668,36482.4,1,1,53,241
1656,2008,2008,1656,47,monthly,1997-02-01,owner,5293,1998-10-29,189792,48,3954.0,C,1940-06-07,47,,,10133.5,8538.6,34923.42049180328,36471.411235955056,1,0,58,635
2051,2489,2489,2051,64,weekly,1995-11-08,owner,5363,1997-04-22,293880,60,4898.0,D,1975-01-28,64,389.0,gold,-1298.8,99797.6,55802.26046511626,69575.8176470588,0,1,22,531
347,424,424,347,65,monthly,1993-12-13,owner,5045,1995-05-01,187224,24,7801.0,B,1947-10-08,1,,,-243.3,9797.5,42507.88192771082,46664.05185185182,0,0,47,504
7133,8610,8610,7133,1,monthly,1993-09-17,owner,6460,1994-11-06,48672,36,1352.0,A,1948-05-02,55,,,12083.8,4647.0,22968.69887640452,21794.783333333347,1,0,46,415
7133,8611,8611,7133,1,monthly,1993-09-17,disponent,6460,1994-11-06,48672,36,1352.0,A,1948-10-26,55,,,12083.8,4647.0,22968.69887640452,21794.783333333347,1,0,46,415
8321,9967,10275,8321,77,monthly,1993-04-12,owner,6696,1994-05-09,89040,60,1484.0,C,1970-01-25,77,,,11362.0,800.0,30308.88624999997,33611.03243243245,1,0,24,392
8321,9968,10276,8321,77,monthly,1993-04-12,disponent,6696,1994-05-09,89040,60,1484.0,C,1976-11-16,77,,,11362.0,800.0,30308.88624999997,33611.03243243245,1,0,17,392
8713,10438,10746,8713,53,monthly,1997-05-18,owner,6755,1998-07-24,170700,60,2845.0,C,1971-08-04,53,,,10007.8,8049.6,29405.24404761905,32322.51276595744,1,0,26,432
9167,10978,11286,9167,56,monthly,1997-04-02,owner,6859,1998-03-07,272220,60,4537.0,C,1940-11-27,56,,,104227.6,95241.6,41497.60000000001,33660.77777777778,1,0,57,339
11141,13386,13694,11141,1,weekly,1997-02-11,owner,7264,1997-10-07,44940,12,3745.0,A,1976-01-20,1,1234.0,classic,106467.0,96731.0,48097.112121212114,19301.425,1,1,21,238
4981,6015,6015,4981,54,monthly,1996-01-22,owner,6011,1996-11-28,179328,48,3736.0,C,1973-11-21,54,,,200.0,81614.7,43707.55869565216,40181.12307692307,1,0,23,311
7894,9452,9760,7894,27,monthly,1996-04-09,owner,6607,1997-10-21,153144,36,4254.0,C,1969-02-17,27,1014.0,classic,100435.3,99726.5,57322.50189873417,60758.85916666668,1,1,28,560
6051,7311,7311,6051,56,monthly,1993-08-28,owner,6232,1994-07-08,276660,36,7685.0,B,1949-05-18,56,,,11842.5,9042.5,19113.462000000007,22368.39375,0,0,45,314
9307,11153,11461,9307,68,monthly,1993-01-24,owner,6895,1994-09-19,41904,12,3492.0,A,1974-07-08,70,,,10277.4,900.0,35442.716911764706,32073.62421052629,1,0,20,603
8377,10042,10350,8377,29,monthly,1993-11-20,owner,6704,1995-06-01,417060,60,6951.0,C,1961-09-14,29,,,106333.9,92937.9,53629.4129032258,31892.469565217398,1,0,33,558
8377,10043,10351,8377,29,monthly,1993-11-20,disponent,6704,1995-06-01,417060,60,6951.0,C,1958-11-10,29,,,106333.9,92937.9,53629.4129032258,31892.469565217398,1,0,36,558
9052,10841,11149,9052,43,after_tr,1995-08-30,owner,6824,1997-02-26,71976,24,2999.0,D,1965-07-14,43,,,-3085.2,96798.2,39800.46451612903,43429.35853658536,0,0,31,546
2982,3601,3601,2982,19,monthly,1996-06-04,owner,5582,1998-04-17,41256,12,3438.0,C,1938-08-03,19,565.0,gold,100046.3,99546.7,63800.43268292686,64851.07483443709,1,1,59,682
2982,3602,3602,2982,19,monthly,1996-06-04,disponent,5582,1998-04-17,41256,12,3438.0,C,1940-12-10,19,,,100046.3,99546.7,63800.43268292686,64851.07483443709,1,0,57,682
319,389,389,319,47,weekly,1995-10-17,owner,5041,1997-07-11,369000,60,6150.0,C,1974-06-30,47,,,104827.3,9674.8,48223.222560975606,46856.30083333333,1,0,23,633
6856,8276,8276,6856,43,monthly,1995-08-19,owner,6386,1997-04-30,124344,36,3454.0,C,1979-06-08,43,,,103753.3,9918.9,25046.786330935254,24087.41041666667,1,0,17,620
3390,4099,4099,3390,12,weekly,1996-12-22,owner,5665,1998-03-11,40632,12,3386.0,C,1945-05-03,12,,,1100.0,75484.9,48759.52761904761,51262.440740740734,1,0,52,444
349,426,426,349,72,monthly,1997-06-08,owner,5046,1998-09-09,42816,12,3568.0,C,1937-06-01,72,,,10373.9,9181.5,17081.686250000006,18680.1,1,0,61,458
349,427,427,349,72,monthly,1997-06-08,disponent,5046,1998-09-09,42816,12,3568.0,C,1941-09-14,72,,,10373.9,9181.5,17081.686250000006,18680.1,1,0,57,458
7445,8918,9226,7445,64,monthly,1993-03-18,owner,6509,1994-03-15,55368,24,2307.0,A,1939-12-25,64,,,10775.6,95550.7,48778.44673913037,60645.17209302324,1,0,54,362
7733,9261,9569,7733,19,weekly,1996-07-08,owner,6571,1998-05-12,140064,24,5836.0,C,1950-07-18,19,1002.0,classic,101608.5,99592.6,65085.272058823546,66304.9112244898,1,1,47,673
10711,12864,13172,10711,36,monthly,1996-07-08,owner,7187,1997-12-24,24180,60,403.0,C,1938-10-19,36,,,1100.0,95546.3,78146.15772357727,73212.34078947369,1,0,59,534
5118,6175,6175,5118,72,monthly,1995-08-05,owner,6037,1997-05-04,53232,48,1109.0,C,1964-05-17,72,,,1100.0,9538.4,30686.32377622376,30172.67373737372,1,0,32,638
4999,6039,6039,4999,1,monthly,1996-02-12,owner,6014,1997-05-18,165168,36,4588.0,C,1958-07-03,1,820.0,classic,11636.1,87236.0,36054.732954545485,40895.53061224496,1,1,38,461
4999,6040,6040,4999,1,monthly,1996-02-12,disponent,6014,1997-05-18,165168,36,4588.0,C,1963-04-10,1,,,11636.1,87236.0,36054.732954545485,40895.53061224496,1,0,34,461
6061,7324,7324,6061,1,monthly,1997-03-08,owner,6234,1998-05-28,5148,12,429.0,C,1963-03-18,1,,,1000.0,66177.3,43309.26621621622,45321.083333333336,1,0,35,446
2116,2560,2560,2116,70,monthly,1996-05-02,owner,5377,1997-08-04,92400,12,7700.0,A,1974-06-20,70,408.0,classic,1000.0,86306.2,42438.54479166667,45192.62307692308,1,1,23,459
2728,3294,3294,2728,52,weekly,1997-07-06,owner,5527,1998-06-15,156420,60,2607.0,C,1957-03-08,52,,,22542.9,94694.7,51331.69482758619,55822.97894736843,1,0,41,344
4190,5050,5050,4190,62,monthly,1995-10-04,owner,5830,1997-08-28,405780,60,6763.0,C,1951-01-19,62,,,11738.0,700.0,33624.07844311376,32956.170866141714,1,0,46,694
4948,5977,5977,4948,43,monthly,1995-07-29,owner,6006,1996-11-15,359760,60,5996.0,C,1979-05-31,43,,,11459.2,90476.2,33406.297619047626,26313.146666666664,1,0,17,475
5837,7065,7065,5837,5,monthly,1996-07-18,owner,6196,1997-09-14,177804,36,4939.0,C,1971-07-07,5,,,105239.2,93364.2,54333.628735632185,60887.39056603774,1,0,26,423
7156,8636,8636,7156,71,monthly,1997-09-11,owner,6464,1998-04-16,49488,24,2062.0,C,1941-11-12,71,965.0,classic,20946.0,79862.9,52688.20384615385,23497.44,1,1,56,217
7844,9394,9702,7844,1,monthly,1993-11-26,owner,6596,1994-06-25,91584,24,3816.0,A,1951-11-16,33,,,1000.0,83039.4,50161.356000000014,28770.666666666668,1,0,42,211
10065,12070,12378,10065,76,monthly,1996-03-30,owner,7050,1997-09-23,311232,48,6484.0,C,1946-08-27,76,1154.0,classic,103444.0,99027.5,71884.43170731708,77416.0142857143,1,1,51,542
6034,7291,7291,6034,6,weekly,1993-03-19,owner,6228,1993-12-01,464520,60,7742.0,B,1940-12-02,77,,,12514.7,98388.1,48700.30535714291,62285.155555555546,0,0,53,257
6040,7299,7299,6040,1,monthly,1993-04-22,owner,6229,1994-10-02,11736,24,489.0,A,1938-09-16,1,,,1100.0,70826.8,42776.24065040652,43204.716049382725,1,0,56,528
8268,9901,10209,8268,59,monthly,1996-09-19,owner,6688,1997-09-26,8616,24,359.0,C,1975-10-27,59,,,11833.6,45336.9,24684.728169014088,28432.177777777782,1,0,21,372
1247,1505,1505,1247,25,monthly,1993-06-08,owner,5208,1995-03-16,99696,48,2077.0,D,1971-06-25,65,,,-679.1,96424.5,47117.51980198024,57943.87619047619,0,0,23,646
1527,1851,1851,1527,31,after_tr,1993-11-17,owner,5269,1994-11-19,164052,36,4557.0,B,1975-09-12,31,,,-1442.3,99224.4,43202.38852459013,62045.53142857144,0,0,19,367
1762,2136,2136,1762,28,monthly,1993-12-11,owner,5310,1995-04-28,248148,36,6893.0,A,1940-07-24,28,,,11800.0,67486.0,36082.834234234266,36831.09661016951,1,0,54,503
3907,4712,4712,3907,37,monthly,1996-04-18,owner,5773,1998-03-16,133848,24,5577.0,C,1960-06-06,37,,,100068.4,97275.5,43021.15833333334,49770.53295454546,1,0,37,697
4858,5866,5866,4858,67,monthly,1997-06-21,owner,5991,1998-07-27,335184,48,6983.0,D,1978-04-03,67,,,-6652.7,98079.7,41384.35625,54559.44285714285,0,0,20,401
6930,8366,8366,6930,41,monthly,1993-09-08,owner,6407,1994-05-26,25944,24,1081.0,A,1960-05-21,41,947.0,classic,24793.0,80155.2,55743.084374999984,34677.15,1,1,34,260
103,124,124,103,44,monthly,1996-03-10,owner,4988,1997-12-06,265320,36,7370.0,D,1967-09-21,44,,,1000.0,97591.0,47597.71772151898,56881.90249999999,0,0,30,636
10645,12782,13090,10645,2,monthly,1996-12-21,owner,7168,1998-07-05,208332,36,5787.0,C,1980-04-18,2,,,100154.0,95555.3,64050.55086206895,65276.55263157895,1,0,18,561
11317,13604,13912,11317,50,monthly,1997-07-11,owner,7292,1998-11-22,317460,60,5291.0,C,1975-11-20,50,,,100218.5,98435.4,64393.14253731344,55591.78536585368,1,0,23,499
38,46,46,38,19,weekly,1997-08-08,owner,4968,1998-04-19,110736,48,2307.0,C,1940-01-30,19,,,13841.0,55991.1,31297.15106382978,26988.1625,1,0,58,254
4427,5337,5337,4427,32,monthly,1993-06-07,owner,5882,1994-09-26,87816,12,7318.0,A,1961-05-02,1,,,10724.0,800.0,25887.49350649352,26639.39069767443,1,0,33,476
4427,5338,5338,4427,32,monthly,1993-06-07,disponent,5882,1994-09-26,87816,12,7318.0,A,1966-05-25,1,,,10724.0,800.0,25887.49350649352,26639.39069767443,1,0,28,476
4533,5468,5468,4533,68,monthly,1997-08-03,owner,5906,1998-05-05,81144,36,2254.0,C,1944-05-27,68,785.0,classic,100065.5,99743.2,65498.64634146343,31759.3,1,1,53,275
5305,6408,6408,5305,47,monthly,1996-09-16,owner,6083,1998-03-31,240528,48,5011.0,C,1956-06-29,47,,,10275.3,9674.1,41715.24367816092,49184.94464285714,1,0,41,561
7240,8737,8737,7240,17,monthly,1996-04-23,owner,6486,1998-01-15,152160,60,2536.0,C,1948-04-11,17,,,11568.8,56534.6,28652.341739130443,30410.74878048781,1,0,49,632
7240,8738,8738,7240,17,monthly,1996-04-23,disponent,6486,1998-01-15,152160,60,2536.0,C,1948-07-10,17,,,11568.8,56534.6,28652.341739130443,30410.74878048781,1,0,49,632
8776,10510,10818,8776,64,monthly,1994-08-24,owner,6764,1995-08-26,33984,48,708.0,C,1972-08-04,64,,,14064.0,600.0,38037.7609375,34004.39375000001,1,0,23,367
4342,5232,5232,4342,74,monthly,1996-04-29,owner,5862,1997-12-09,100128,24,4172.0,C,1948-04-06,74,770.0,classic,100717.7,94739.4,56202.45970149254,49815.61979166668,1,1,49,589
7674,9197,9505,7674,1,monthly,1996-07-21,owner,6562,1997-03-21,94488,24,3937.0,C,1958-08-21,1,,,101102.6,95666.4,56712.01578947368,61121.05454545456,1,0,38,243
2246,2720,2720,2246,1,monthly,1996-04-25,owner,5419,1997-02-05,415800,60,6930.0,C,1949-09-05,1,,,111306.0,92039.0,48111.20303030303,50783.333333333336,1,0,47,286
25,31,31,25,68,monthly,1996-07-28,owner,4962,1997-12-08,30276,12,2523.0,A,1962-02-09,68,,,101546.5,98015.8,62931.16580645163,64485.1809090909,1,0,35,498
3273,3962,3962,3273,74,monthly,1995-12-29,owner,5643,1997-09-21,94512,12,7876.0,B,1952-11-28,74,,,100487.2,96707.7,48619.31732283466,54511.51111111113,0,0,44,632
5794,7010,7010,5794,70,monthly,1995-07-14,owner,6190,1996-05-06,123600,60,2060.0,C,1967-06-30,70,,,105255.7,87274.5,41612.555555555584,54540.67058823528,1,0,28,297
5794,7011,7011,5794,70,monthly,1995-07-14,disponent,6190,1996-05-06,123600,60,2060.0,C,1961-04-14,70,,,105255.7,87274.5,41612.555555555584,54540.67058823528,1,0,35,297
5991,7241,7241,5991,1,monthly,1993-11-21,owner,6223,1994-11-03,61056,48,1272.0,A,1957-09-06,57,,,25072.0,900.0,36859.11578947366,37059.86190476191,1,0,37,347
9377,11237,11545,9377,1,monthly,1995-09-17,owner,6913,1997-04-29,99936,24,4164.0,C,1966-01-22,1,1105.0,classic,104560.2,99460.2,53617.53028169016,45929.40681818183,1,1,31,590
10905,13097,13405,10905,32,monthly,1996-11-21,owner,7219,1997-08-23,57120,48,1190.0,C,1958-08-13,32,1216.0,classic,1000.0,53271.2,41245.785365853655,26638.777777777777,1,1,39,275
8405,10074,10382,8405,20,monthly,1994-05-10,owner,6712,1995-10-14,266220,60,4437.0,C,1965-02-17,20,,,15736.1,900.0,34398.53759398496,36418.893023255805,1,0,30,522
2245,2719,2719,2245,29,monthly,1993-03-30,owner,5418,1995-01-16,347952,48,7249.0,C,1964-10-30,29,,,104884.0,97112.8,53643.31140350877,46368.774074074085,1,0,30,657
4746,5727,5727,4746,54,monthly,1997-02-21,owner,5963,1997-09-07,204780,60,3413.0,C,1953-02-24,54,803.0,classic,200.0,70511.0,37958.96666666667,23619.0,1,1,44,198
993,1197,1197,993,6,monthly,1996-11-14,owner,5154,1998-07-01,108720,60,1812.0,C,1966-10-02,6,196.0,classic,1000.0,88468.9,50212.83793103448,38842.08064516129,1,1,31,594
2143,2592,2592,2143,1,monthly,1996-01-13,owner,5385,1996-09-09,71460,36,1985.0,C,1980-08-31,1,413.0,junior,12000.0,76403.1,49332.59199999999,20419.025,1,1,16,240
2143,2593,2593,2143,1,monthly,1996-01-13,disponent,5385,1996-09-09,71460,36,1985.0,C,1977-06-10,1,,,12000.0,76403.1,49332.59199999999,20419.025,1,0,19,240
303,370,370,303,71,monthly,1996-07-25,owner,5034,1998-05-30,112752,36,3132.0,C,1956-01-05,71,60.0,classic,16305.0,900.0,44219.23770491803,42006.12282608696,1,1,42,674
1068,1282,1282,1068,52,monthly,1997-02-15,owner,5169,1998-09-24,253200,60,4220.0,C,1936-11-27,52,,,1000.0,9937.0,31606.352419354847,34276.601149425296,1,0,61,586
176,215,215,176,71,weekly,1996-08-12,owner,5005,1997-04-10,27456,12,2288.0,A,1967-09-24,71,,,100790.4,99451.3,45391.00161290321,30882.6,1,0,29,241
2910,3517,3517,2910,68,monthly,1997-10-21,owner,5561,1998-08-29,437460,60,7291.0,C,1953-06-24,68,551.0,classic,101041.7,99017.7,50590.84222222222,58201.40769230769,1,1,45,312
7176,8661,8661,7176,1,monthly,1996-12-07,owner,6468,1997-11-30,203940,60,3399.0,C,1954-05-11,1,,,19426.7,72580.1,41175.00416666667,42575.015,1,0,43,358
9093,10887,11195,9093,47,monthly,1993-06-16,owner,6836,1994-08-03,189300,60,3155.0,C,1953-12-05,58,1087.0,classic,12805.3,800.0,32819.72021276594,34223.61999999999,1,1,40,413
8114,9715,10023,8114,59,monthly,1995-10-14,owner,6665,1997-08-15,99300,60,1655.0,C,1973-03-20,59,,,19242.0,60868.8,39610.9073529412,40764.649494949525,1,0,24,671
10762,12923,13231,10762,1,monthly,1995-10-23,owner,7194,1996-09-17,68832,36,1912.0,C,1959-07-01,1,,,12758.1,700.0,36876.88510638298,38898.46666666667,1,0,37,330
2824,3414,3414,2824,11,monthly,1993-10-20,owner,5549,1994-07-16,50460,60,841.0,C,1947-10-17,11,538.0,gold,16085.0,800.0,37301.98108108109,27296.15,1,1,46,269
1603,1944,1944,1603,1,monthly,1993-05-09,owner,5285,1994-02-06,78936,12,6578.0,A,1957-01-22,31,,,16007.1,900.0,25869.85348837209,21513.31,1,0,37,273
9897,11873,12181,9897,1,monthly,1995-03-04,owner,7008,1995-09-22,36168,12,3014.0,A,1961-08-19,1,,,18381.0,63738.0,41201.842857142845,9340.5,1,0,34,202
6678,8064,8064,6678,54,monthly,1996-01-03,owner,6350,1997-07-09,294384,48,6133.0,C,1966-11-29,54,,,100991.5,99444.8,59022.89406779662,59814.88452380953,1,0,30,553
2134,2581,2581,2134,52,monthly,1996-08-06,owner,5382,1997-03-17,22932,36,637.0,C,1953-11-19,52,,,12953.0,56308.4,41745.56764705883,15537.0,1,0,43,223
10478,12582,12890,10478,70,weekly,1996-02-24,owner,7147,1998-01-02,267600,48,5575.0,C,1958-01-20,70,,,103351.8,99452.7,65283.08461538466,56216.07777777778,1,0,39,678
8085,9679,9987,8085,73,monthly,1996-04-08,owner,6655,1997-10-17,260400,60,4340.0,D,1950-06-19,73,,,111670.7,9076.0,38018.79333333334,39083.37976190478,0,0,47,557
1766,2141,2141,1766,28,monthly,1994-09-03,owner,5311,1996-06-15,30060,60,501.0,C,1951-09-06,28,337.0,classic,12845.5,69382.9,37793.037499999984,41093.04435483868,1,1,44,651
2176,2635,2635,2176,67,monthly,1993-06-06,owner,5395,1994-07-30,299088,36,8308.0,B,1966-12-10,67,,,100048.9,96972.9,54073.24249999999,57504.736000000026,0,0,27,419
3050,3687,3687,3050,60,monthly,1993-05-08,owner,5595,1994-09-02,82896,12,6908.0,A,1972-02-06,49,577.0,classic,102312.8,99467.8,55645.395689654986,56961.22205882344,1,1,22,482
3050,3688,3688,3050,60,monthly,1993-05-08,disponent,5595,1994-09-02,82896,12,6908.0,A,1975-05-02,49,,,102312.8,99467.8,55645.395689654986,56961.22205882344,1,0,19,482
6792,8200,8200,6792,1,monthly,1996-05-11,owner,6377,1997-03-17,17184,12,1432.0,A,1944-05-31,1,,,12193.0,44504.8,29501.98387096774,29367.21428571429,1,0,52,310
8051,9637,9945,8051,1,weekly,1993-02-07,owner,6647,1994-06-01,208320,48,4340.0,A,1968-04-14,31,,,19909.6,82981.9,43319.58205128203,41662.56744186048,1,0,26,479
8051,9638,9946,8051,1,weekly,1993-02-07,disponent,6647,1994-06-01,208320,48,4340.0,A,1960-04-20,31,,,19909.6,82981.9,43319.58205128203,41662.56744186048,1,0,34,479
2236,2708,2708,2236,73,monthly,1995-08-27,owner,5415,1996-09-26,139464,36,3874.0,D,1958-08-12,73,,,22416.3,60014.4,29340.259259259263,26751.5625,0,0,38,396
10911,13104,13412,10911,1,weekly,1993-05-29,owner,7220,1994-07-28,131292,36,3647.0,A,1954-03-20,1,,,1000.0,70288.4,37207.98441558444,40745.1840909091,1,0,40,425
2073,2514,2514,2073,59,monthly,1997-08-14,owner,5368,1998-10-05,44640,24,1860.0,C,1957-02-11,59,,,10637.8,65663.5,41046.43968253968,41095.04,1,0,41,417
2279,2759,2759,2279,2,weekly,1996-10-30,owner,5435,1998-06-01,314688,48,6556.0,C,1974-01-26,2,436.0,classic,12556.7,99692.3,53261.071,48782.75694444443,1,1,24,579
2872,3471,3471,2872,1,monthly,1996-09-04,owner,5556,1997-05-19,268320,60,4472.0,C,1952-09-29,1,,,12349.0,49189.6,25854.319999999992,21162.0125,1,0,44,257
4361,5253,5253,4361,69,monthly,1996-03-11,owner,5868,1997-03-29,90156,12,7513.0,A,1946-10-07,69,775.0,gold,100167.4,99815.2,76617.07068965523,71086.45517241384,1,1,50,383
4361,5254,5254,4361,69,monthly,1996-03-11,disponent,5868,1997-03-29,90156,12,7513.0,A,1948-09-16,69,,,100167.4,99815.2,76617.07068965523,71086.45517241384,1,0,48,383
5442,6567,6567,5442,34,monthly,1993-03-22,owner,6112,1994-06-17,174744,24,7281.0,B,1978-11-21,5,844.0,junior,-490.5,9933.0,27525.820720720734,35119.37466666669,0,1,15,452
6363,7683,7683,6363,74,monthly,1993-08-01,owner,6297,1994-10-25,17508,12,1459.0,A,1946-04-01,12,906.0,gold,12620.0,900.0,39081.40909090909,37194.27631578947,1,1,48,450
8519,10202,10510,8519,23,monthly,1993-04-02,owner,6729,1994-08-11,74688,12,6224.0,A,1945-01-26,23,,,102931.8,98048.4,48467.734615384565,53893.66153846153,1,0,49,496
8519,10203,10511,8519,23,monthly,1993-04-02,disponent,6729,1994-08-11,74688,12,6224.0,A,1950-01-15,23,,,102931.8,98048.4,48467.734615384565,53893.66153846153,1,0,44,496
1583,1917,1917,1583,69,after_tr,1994-11-17,owner,5282,1996-08-24,388512,48,8094.0,D,1969-03-13,69,,,-1788.4,9132.4,20329.88608695652,20478.708641975307,0,0,27,646
3678,4433,4433,3678,1,monthly,1993-03-24,owner,5724,1995-02-05,316140,60,5269.0,D,1968-02-22,1,,,10247.1,9701.0,18915.509375,17972.646938775513,0,0,26,683
6226,7521,7521,6226,74,weekly,1993-07-26,owner,6272,1994-12-20,398640,60,6644.0,C,1960-02-09,74,,,120489.4,99542.0,62010.44556962022,63989.28599999998,1,0,34,512
7184,8670,8670,7184,5,monthly,1995-06-19,owner,6471,1996-08-04,155640,24,6485.0,A,1943-01-07,5,,,19565.3,72838.9,44713.86082474227,45559.62264150943,1,0,53,412
816,980,980,816,52,monthly,1993-08-05,owner,5131,1995-01-08,48624,24,2026.0,A,1961-09-30,40,,,103027.7,96465.7,62668.39537037042,62558.45223880604,1,0,33,521
1244,1501,1501,1244,68,monthly,1996-05-08,owner,5207,1997-02-28,35904,48,748.0,C,1946-01-22,68,,,14342.0,900.0,23813.912244897954,17574.480000000003,1,0,51,296
2413,2915,2915,2413,33,monthly,1997-10-27,owner,5463,1998-10-06,17952,12,1496.0,C,1954-02-22,33,,,14223.1,500.0,28071.242307692308,29735.205000000005,1,0,44,344
8260,9890,10198,8260,31,monthly,1993-03-24,owner,6686,1994-08-25,224604,36,6239.0,A,1976-05-24,31,1040.0,junior,105676.4,99994.6,57810.747126436814,58785.58000000002,1,1,18,519
8260,9891,10199,8260,31,monthly,1993-03-24,disponent,6686,1994-08-25,224604,36,6239.0,A,1979-08-13,31,,,105676.4,99994.6,57810.747126436814,58785.58000000002,1,0,15,519
9673,11598,11906,9673,76,monthly,1997-06-07,owner,6969,1998-09-12,88200,36,2450.0,C,1944-12-03,76,,,1100.0,57334.8,36427.34235294117,35645.043137254885,1,0,53,462
9673,11599,11907,9673,76,monthly,1997-06-07,disponent,6969,1998-09-12,88200,36,2450.0,C,1945-11-16,76,,,1100.0,57334.8,36427.34235294117,35645.043137254885,1,0,52,462
2352,2843,2843,2352,70,monthly,1995-01-21,owner,5452,1996-04-29,49440,60,824.0,C,1966-10-06,70,,,20552.0,74419.8,47917.91960784311,48637.30754716978,1,0,29,464
7632,9142,9450,7632,68,monthly,1996-09-22,owner,6552,1998-01-08,170448,48,3551.0,C,1943-10-11,68,,,1000.0,73025.1,38992.57594936709,43454.52826086955,1,0,54,473
7632,9143,9451,7632,68,monthly,1996-09-22,disponent,6552,1998-01-08,170448,48,3551.0,C,1942-05-05,68,,,1000.0,73025.1,38992.57594936709,43454.52826086955,1,0,55,473
7713,9238,9546,7713,50,weekly,1996-05-25,owner,6568,1998-02-25,220440,60,3674.0,C,1955-11-02,50,,,10076.7,99990.9,38667.85942028985,37226.05757575757,1,0,42,641
7859,9409,9717,7859,52,monthly,1995-03-14,owner,6599,1996-11-19,72120,12,6010.0,A,1952-11-10,52,1009.0,gold,1000.0,99129.4,75016.37731958763,76971.1153846154,1,1,44,616
7859,9410,9718,7859,52,monthly,1995-03-14,disponent,6599,1996-11-19,72120,12,6010.0,A,1959-02-03,52,,,1000.0,99129.4,75016.37731958763,76971.1153846154,1,0,37,616
8489,10167,10475,8489,19,monthly,1993-09-18,owner,6725,1995-06-23,265320,36,7370.0,A,1948-08-28,51,,,18306.0,700.0,35637.054999999964,36510.20520833327,1,0,46,643
8489,10168,10476,8489,19,monthly,1993-09-18,disponent,6725,1995-06-23,265320,36,7370.0,A,1950-12-04,51,,,18306.0,700.0,35637.054999999964,36510.20520833327,1,0,44,643
3859,4652,4652,3859,53,monthly,1996-04-23,owner,5758,1997-05-02,307200,60,5120.0,D,1962-02-26,53,,,11012.5,99346.1,46670.185937500006,50494.32399999999,0,0,35,374
6157,7434,7434,6157,34,monthly,1996-11-11,owner,6254,1997-12-28,247920,48,5165.0,C,1942-04-04,34,891.0,classic,1000.0,99887.7,55001.56133333334,50981.458974359,1,1,55,412
7594,9095,9403,7594,16,monthly,1996-02-16,owner,6544,1997-12-11,130464,48,2718.0,C,1974-03-22,16,,,1000.0,99280.4,54273.82817679559,50405.27280000002,1,0,23,664
7957,9525,9833,7957,51,monthly,1995-09-07,owner,6621,1997-06-14,42900,12,3575.0,A,1964-09-21,51,1016.0,classic,10048.5,99541.5,49143.27177914111,47664.14453781512,1,1,32,646
7957,9526,9834,7957,51,monthly,1995-09-07,disponent,6621,1997-06-14,42900,12,3575.0,A,1960-03-17,51,,,10048.5,99541.5,49143.27177914111,47664.14453781512,1,0,37,646
9337,11189,11497,9337,30,monthly,1993-09-13,owner,6903,1994-06-04,52128,24,2172.0,A,1959-07-17,11,1103.0,classic,12807.4,900.0,31727.469230769224,38247.95,1,1,34,264
7082,8548,8548,7082,57,monthly,1996-09-06,owner,6442,1998-02-08,194160,48,4045.0,C,1945-05-10,57,,,12661.0,900.0,28938.85163934425,29874.13466666667,1,0,52,520
9491,11375,11683,9491,7,weekly,1996-08-08,owner,6932,1998-06-25,225504,48,4698.0,C,1980-01-28,7,1115.0,junior,103864.6,99876.3,57053.11618497111,60108.5453125,1,1,18,686
10049,12050,12358,10049,17,monthly,1996-03-28,owner,7046,1997-03-28,91632,12,7636.0,A,1943-07-05,17,,,11172.4,9969.3,18136.80634920633,21981.737499999985,1,0,53,365
10049,12051,12359,10049,17,monthly,1996-03-28,disponent,7046,1997-03-28,91632,12,7636.0,A,1935-10-13,17,,,11172.4,9969.3,18136.80634920633,21981.737499999985,1,0,61,365
